seaotter,release,date,time,area,fix_type,fix_qual,latitude,longitude,notes,,,,,
587,2,10/12/2012,11:11,mogl,b,0.5,36.81493304,-121.7541652,"east side of dairy, foraging on small crabs (1-4 at a time), some suckling, body condition OK",,,,,
587,2,10/13/2012,10:16,upda,b,0.5,36.81604154,-121.7463112,foraging,,,,,
587,2,10/13/2012,13:19,humb,b,0.5,36.82405758,-121.7465315,"swimming, side channel across from humminbird island",,,,,
587,2,10/14/2012,12:00,wilo,b,0.5,36.81346844,-121.7752494,swimming,,,,,
587,2,10/14/2012,14:00,srsb,b,0.5,36.80483903,-121.7959411,"Recaptured 750m offshore Salinas river state beach, dip netted while suckling",,,,,
587,3,11/6/2012,13:07,humb,b,0.5,36.81986915,-121.7452705,Release 3,,,,,
587,3,11/7/2012,11:35,yamp,r,2,36.81163328,-121.7529122,In back channels near yampah  unable to get visual,,,,,
587,3,11/7/2012,13:30,humb,b,0.5,36.81938262,-121.7446425,"foraging on small crabs, suckling, pacing",,,,,
587,3,11/8/2012,11:56,nhml,b,0.5,36.8112891,-121.7877467,swimming,,,,,
587,3,11/9/2012,10:50,jtty,v,0.5,36.81070252,-121.7877978,grooming,,,,,
587,3,11/10/2012,12:06,yamp,b,0.5,36.81352486,-121.7458255,swimming,,,,,
587,3,11/11/2012,10:30,jtty,b,0.5,36.811007,-121.7872442,Eating crab,,,,,
587,3,11/12/2012,13:07,wilo,b,0.5,36.81225056,-121.7821574,Unsuccessful  foraging,,,,,
587,3,11/14/2012,15:30,pars,b,0.5,36.813692,-121.742805,foraging at entrance to Parson's slough,,,,,
587,3,11/15/2012,12:09,pars,b,0.5,36.81783676,-121.7420036,"foraging, south marsh",,,,,
587,3,11/18/2012,12:30,yamp,r,3,36.81272311,-121.7452985,"foraging, possibly in channels near yampah",,,,,
587,3,11/19/2012,15:00,pars,b,1,36.814557,-121.740418,"brief visual in parson's slough, south end, foraging among islands",,,,,
587,3,11/21/2012,12:11,nhml,v,0.5,36.8124608,-121.7878096,resting,,,,,
587,3,11/21/2012,12:59,pars,b,0.5,36.81318362,-121.7444726,foraging mussels of levee at parsons,,,,,
595,1,4/17/2013,10:50,humb,b,0.5,36.81865205,-121.745218,First release,,,,,
595,1,4/18/2013,11:16,upda,b,0.5,36.81558145,-121.7506153,swimming,,,,,
595,1,4/19/2013,11:17,srsb,b,0.5,36.78371721,-121.7972758,In the surf difficult to see,,,,,
595,1,4/19/2013,12:20,srsb,b,0.5,36.75926,-121.812062,"recaptured 750m off salinas river state beach, Monterey Dunes Colony",,,,,
595,2,4/24/2013,12:39,upda,b,0.5,36.81674915,-121.7471975,Release 2,,,,,
595,2,4/25/2013,8:30,zusb,a,1,36.840531,-121.806156,"Pajaro river mouth, nearshore foraging",,,,,
595,2,4/25/2013,12:30,suns,b,0.5,36.87887565,-121.9026798,"recaptured 6.1 km off sunset state beach, had been rapicly swimming since 0830",,,,,
595,3,5/14/2013,12:59,humb,b,0.5,36.82135588,-121.7456154,Release #3,,,,,
595,3,5/14/2013,14:00,fifi,b,0.5,36.809916,-121.742996,foraging,,,,,
595,3,5/15/2013,10:00,mlsb,a,1,36.82106667,-121.8213333,Bob flew to locate 595,,,,,
595,3,5/15/2013,10:50,zusb,b,0.5,36.82946412,-121.8345538,Active w/ another otter. Remained with otter until 1330,,,,,
595,3,5/15/2013,14:00,mlsb,r,3,36.80099436,-121.8346449,"Lost visuals, untrackable signal",,,,,
595,3,5/17/2013,10:00,shb,a,1,36.98336167,-122.1792083,"Pilot found 595 after no signal on 5/16, resting 1 km offshore between Sand Hill Bluff and Davenport",,,,,
595,3,5/17/2013,14:00,mbn,r,3,36.93039727,-122.2748359,"No visual, signal is barely trackable. Pilot is keeping us near her",,,,,
595,3,5/17/2013,15:30,mbn,r,2,36.89906561,-122.3170889,"Attempt recapture. No visuals, sea conditions too poor. Need to return to port.",,,,,
595,3,5/18/2013,11:00,zusb,b,0.5,36.84805545,-121.8123214,Recaptured off Pajaro River mouth,,,,,
595,4,6/11/2013,11:10,humb,b,0.5,36.82062665,-121.7452198,Release 4,,,,,
595,4,6/11/2013,15:30,pars,r,2,36.81474555,-121.7430047,"Among islands in north parson's slough, possibly foraging",,,,,
595,4,6/12/2013,10:30,jtty,b,0.5,36.81003906,-121.7852128,Near sea lion dock,,,,,
595,4,6/13/2013,10:50,jtty,v,0.5,36.8100102,-121.7855134,resting at sea harvest dock,,,,,
595,4,6/13/2013,15:00,jtty,b,0.5,36.80997758,-121.7858016,briefly forage on mussels pulled off pilings near sea harvest dock,,,,,
595,4,6/14/2013,11:00,jtty,b,0.5,36.81000492,-121.7858674,"Sea harvest dock, resting initially, foraged on mu pulled from under dock, cancer crabs",,,,,
595,4,6/15/2013,11:10,jtty,b,0.5,36.81000901,-121.7858559,"Near sea harvest dock, hauled out at 11:20, in water by 13:30, last signal offshoer 14:30",,,,,
595,4,6/16/2013,16:00,capp,b,0.5,36.95706674,-121.9368982,"2km SE of Soquel Pt. when we left her, no successful foraging observed",,,,,
595,4,6/17/2013,10:30,jtty,b,0.5,36.81024267,-121.785554,"foraging on mussels, recorded 40 foraging dives, switched to eating small cancer crabs, most dive successful",,,,,
595,4,6/18/2013,11:00,jtty,r,1,36.81000895,-121.7853707,"Under sea harvest dock, resting signal",,,,,
595,4,6/19/2013,12:00,jtty,b,0.5,36.81007525,-121.7860202,on sea lion sea harvest dock resting,,,,,
595,4,6/20/2013,12:00,jtty,r,1,36.81007238,-121.7858659,near sea harvest dock,,,,,
595,4,6/22/2013,15:45,jtty,b,0.5,36.81006726,-121.7858907,foraging on mussels under sea harvest dock,,,,,
595,4,6/23/2013,10:15,jtty,r,1,36.81012551,-121.7858633,resting signal from under sea harvest dock,,,,,
595,4,6/23/2013,11:00,jtty,b,0.5,36.81059858,-121.7854748,hauled out on dock,,,,,
595,4,6/24/2013,12:00,jtty,b,0.5,36.8100018,-121.7855242,"foraging on mussels pulled fdrom under sea harvwest dock, constant surface signal as if 'resting', visible only by boat, between ""Jefferson"" and sea harvest dock",,,,,
595,4,6/25/2013,15:15,jtty,b,0.5,36.80990612,-121.7859911,Resting on sea harvest dock,,,,,
595,4,6/26/2013,22:00,jtty,b,0.5,36.80989676,-121.785739,Grooming on sea harvest dock,,,,,
621,1,11/4/2013,12:00,humb,b,0.5,36.819683,-121.745400,Release #1,,,,,
621,1,11/4/2013,13:00,yamp,b,0.5,36.814576,-121.745924,,,,,,
621,1,11/4/2013,16:30,nhml,b,0.5,36.813070,-121.788306,EYC,,,,,
621,1,11/5/2013,15:00,zusb,b,0.5,36.843459,-121.808814,Zmudowski SB,,,,,
621,1,11/5/2013,15:30,suns,b,0.5,36.871898,-121.824776,Pajaro Dunes,,,,,
621,1,11/5/2013,18:30,sssb,a,1,36.947848,-121.884767,resting off seascape resort,,,,,
621,1,11/6/2013,11:40,nbsb,b,0.5,36.969177,-121.927432,resting off New Brighton SB,,,,,
621,1,11/6/2013,14:00,lasb,b,0.5,36.936808,-121.868892,La Selva Beach,,,,,
621,1,11/7/2013,14:45,yamp,b,0.5,36.812451,-121.748564,in Yampa Creek,,,,,
621,1,11/8/2013,11:50,sebe,b,0.5,36.81533281,-121.7643163,resting,,,,,
621,1,11/8/2013,13:35,sebe,b,0.5,36.81591088,-121.767077,foraging,,,,,
621,1,11/9/2013,10:00,jtty,b,0.5,36.80965453,-121.7871906,recaptured while resting at north Jetty,,,,,
621,2,11/13/2013,13:00,humb,b,0.5,36.82024499,-121.745311,Release 2,,,,,
621,2,11/14/2013,11:04,sebe,b,0.5,36.81579089,-121.7650964,resting,,,,,
621,2,11/14/2013,11:50,sebe,b,0.5,36.81473259,-121.7656658,resting,,,,,
621,2,11/15/2013,9:20,sebe,b,0.5,36.81639916,-121.7656935,swimming,,,,,
621,2,11/15/2013,11:14,sebe,b,0.5,36.81559909,-121.7672175,resting,,,,,
621,2,11/15/2013,15:10,humb,b,0.5,36.81922027,-121.7452425,foraging,,,,,
621,2,11/16/2013,9:45,suns,b,0.5,36.866501,-121.825648,Resting 400-500m off Palm Beach,,,,,
621,2,11/16/2013,12:28,jtty,b,0.5,36.80879811,-121.7883581,swimming,,,,,
621,2,11/17/2013,10:30,sebe,b,0.5,36.81555795,-121.7649902,resting at seal bend,,,,,
621,2,11/18/2013,15:30,sebe,b,0.5,36.81526445,-121.7652254,resting at seal bend,,,,,
621,2,11/19/2013,12:09,sebe,b,0.5,36.81407275,-121.7619686,2 UT otters sniffing andvhaarassing 621,,,,,
621,2,11/20/2013,9:08,mogl,b,0.5,36.81401592,-121.7611107,resting,,,,,
621,2,11/20/2013,13:38,sebe,b,0.5,36.81505499,-121.7653733,grooming,,,,,
621,2,11/22/2013,8:58,plpt,v,0.5,36.94172346,-121.9648187,grooming,,,,,
621,2,11/22/2013,10:40,plpt,v,0.5,36.93913732,-121.9567415,foraging,,,,,
621,2,11/22/2013,11:32,plpt,v,0.5,36.94374672,-121.9833208,foraging,,,,,
621,2,11/22/2013,12:22,scwh,v,0.5,36.95077991,-122.0077699,foraging,,,,,
621,2,11/22/2013,12:57,tera,b,0.5,36.947467,-122.031830,"West Cliff Dr., SC Lighthouse",,,,,
621,2,11/25/2013,12:17,suns,b,0.5,36.86766623,-121.855923,grooming,,,,,
621,2,11/25/2013,13:12,mnup,b,0.5,36.88594148,-121.8750249,Long dives but unsuccessful foraging,,,,,
621,2,11/25/2013,13:30,mnup,b,0.5,36.89051848,-121.8815803,Consumed one 2a crab,,,,,
621,2,11/25/2013,13:47,mnlw,b,0.5,36.89520426,-121.888714,foraging,,,,,
621,2,11/25/2013,14:10,mnlw,b,0.5,36.90218172,-121.8978184,foraging,,,,,
623,1,3/11/2014,10:55,humb,b,0.5,36.81968652,-121.7459304,Release resite,,,,,
623,1,3/12/2014,10:57,upda,b,0.5,36.81795572,-121.7459059,grooming,,,,,
623,1,3/12/2014,13:59,mogl,b,0.5,36.81425569,-121.7557471,grooming,,,,,
623,1,3/13/2014,10:44,humb,b,0.5,36.8287489,-121.7428504,swimming,,,,,
623,1,3/14/2014,13:20,sebe,b,0.5,36.816229,-121.765842,attempting to forage,,,,,
623,1,3/15/2014,11:06,mogl,b,0.5,36.81461794,-121.7534048,foraging,,,,,
623,1,3/17/2014,9:54,kirb,b,0.5,36.83987478,-121.7460469,resting,,,,,
623,1,3/18/2014,10:14,kirb,b,0.5,36.8373758,-121.7425428,swimming,,,,,
623,2,4/30/2014,13:50,kirb,b,0.5,36.83639248,-121.7414439,Release #2,,,,,
623,2,5/2/2014,10:14,sebe,b,0.5,36.81618146,-121.7659835,resting,,,,,
623,2,5/2/2014,11:32,sebe,b,0.5,36.8158553,-121.7653661,resting,,,,,
623,2,5/3/2014,10:33,sebe,b,0.5,36.81527264,-121.76694,resting,,,,,
623,2,5/4/2014,11:50,sebe,b,0.5,36.81521619,-121.7662333,resting,,,,,
623,2,5/5/2014,14:51,wilo,b,0.5,36.81130054,-121.7811191,foraging,,,,,
623,2,5/6/2014,10:55,sebe,b,0.5,36.81613457,-121.7660763,resting,,,,,
623,2,5/7/2014,8:47,jtty,b,0.5,36.81005251,-121.7881635,swimming,,,,,
623,2,5/7/2014,9:00,jtty,b,0.5,36.81084232,-121.7885405,swimming,,,,,
623,2,5/8/2014,9:14,sebe,b,0.5,36.81065833,-121.7878777,resting,,,,,
623,2,5/8/2014,13:08,wilo,b,0.5,36.812207,-121.782015,foraging,,,,,
623,2,5/11/2014,11:00,nhml,b,0.5,36.812027,-121.787246,foraging,,,,,
623,2,5/16/2014,11:32,kirb,b,0.5,36.83492723,-121.7391732,grooming,,,,,
623,2,5/19/2014,13:15,jtty,b,0.5,36.81057812,-121.7879285,grooming,,,,,
623,2,5/20/2014,11:19,wilo,b,0.5,36.81057811,-121.7842032,foraging on 3+ sized cancer crabs,,,,,
653,1,9/27/2014,12:00,humb,b,0.5,36.822723,-121.745117,release 1 near Hummingbird Island,,,,,
653,1,9/28/2014,14:30,mogl,b,0.5,36.812828,-121.760785,swimming,,,,,
653,1,9/29/2014,13:30,pars,b,0.5,36.813625,-121.743405,"foraging west side of RR bridge to Parson slough, prey primarily crabs 1A-1B",,,,,
653,1,9/30/2014,13:00,mogl,b,0.5,36.812119,-121.761627,pacing along shore between seal bend and Moonglow dairy,,,,,
653,1,10/1/2014,10:00,yamp,b,0.5,36.813673,-121.745559,foraging on small crabs and clams near the RR bridge at the east end of Yampah,,,,,
653,1,10/3/2014,14:00,mogl,b,0.5,36.811903,-121.762826,foraging on mussels pulled from the submerged debris on the levee below the dairy,,,,,
653,1,10/5/2014,12:00,sebe,b,0.5,36.814407,-121.765563,foraging in seal bend area,,,,,
653,1,10/9/2014,10:00,humb,b,0.5,36.823754,-121.74511,foraging on small crabs near hummingbird island,,,,,
653,1,10/10/2014,10:00,wilo,b,0.5,36.809886,-121.784304,foraging near highway 1 bridge,,,,,
657,1,12/27/2014,10:54,humb,b,0.5,36.82174415,-121.7458095,Release 1,,,,,
657,1,12/28/2014,9:38,srsb,b,0.5,36.80034151,-121.795038,"resting Salinas river state beach, 400m offshore",,,,,
657,1,12/29/2014,7:50,kirb,b,0.5,36.832853,-121.741185,"active, foraging?",,,,,
657,1,12/30/2014,13:05,yamp,b,0.5,36.81459752,-121.7496921,swimming,,,,,
657,1,12/31/2014,11:45,yamp,r,1,36.812003,-121.748527,"up Yampah creek, no visual",,,,,
657,1,1/1/2015,12:00,shml,b,2,36.806041,-121.785182,"south harbor, attempt capture 1x via kayak, not successful, too alert",,,,,
657,1,1/2/2015,11:15,shml,b,0.5,36.80502931,-121.786363,Resting under commercial loading dock,,,,,
657,1,1/4/2015,15:29,shml,r,2,36.805718,-121.785732,Eating mussels,,,,,
657,1,1/5/2015,12:12,shml,b,0.5,36.80464002,-121.7862053,Eating mussels,,,,,
657,1,1/8/2015,11:14,shml,b,0.5,36.8045223,-121.7858136,foraging,,,,,
657,1,1/11/2015,14:07,wilo,b,0.5,36.81279055,-121.779522,"swimming, body condition looks fine, very aware of kayaks",,,,,
671,1,4/29/2015,10:46,humb,b,0.5,36.82199715,-121.7455455,Release #1,,,,,
671,1,4/30/2015,10:18,jtty,b,0.5,36.80994827,-121.7871831,inactive grooming,,,,,
671,1,5/1/2015,10:16,jtty,b,0.5,36.80730003,-121.786129,"Inside south jetty, inactive grooming",,,,,
671,1,5/2/2015,9:20,shml,b,0.5,36.80536941,-121.785928,Hauled out on dock with seal lions,,,,,
671,1,5/3/2015,10:24,shml,b,0.5,36.8060545,-121.7859644,Foraging on mussels off the rocks,,,,,
671,1,5/4/2015,11:39,shml,b,0.5,36.8072711,-121.7855643,Pulling mussels off pilings,,,,,
671,1,5/5/2015,10:44,jtty,b,0.5,36.80703586,-121.7857591,foraging,,,,,
671,1,5/6/2015,12:14,jtty,b,0.5,36.80714512,-121.7858161,foraging with 657,,,,,
671,1,5/8/2015,9:56,jtty,b,0.5,36.80709642,-121.7857602,Eating mussels off pier pilings,,,,,
671,1,5/10/2015,9:30,shml,r,1,36.80382124,-121.7836085,resting,,,,,
671,1,5/11/2015,12:44,jtty,b,0.5,36.80700826,-121.7858912,grooming,,,,,
671,1,5/17/2015,10:25,shml,b,0.5,36.80728898,-121.7921862,"Looking skinny, pulling off mussels without diving.",,,,,
673,1,7/14/2015,11:00,humb,b,0.5,36.82073699,-121.745279,Release 1,,,,,
673,1,7/15/2015,12:27,kirb,r,1,36.85871538,-121.7581928,"resting, Hudson's landing RR bridge",,,,,
673,1,7/16/2015,13:00,sebe,b,,36.81956089,-121.7626538,Recapture location,,,,,
673,2,7/22/2015,11:30,humb,b,0.5,36.82002906,-121.7453549,Release 2,,,,,
673,2,7/23/2015,14:57,kirb,b,0.5,36.83950916,-121.7429438,"swimming, travelling by kirby launch ramp",,,,,
673,2,7/24/2015,12:02,kirb,b,0.5,36.84112725,-121.7527712,grooming,,,,,
673,2,7/24/2015,14:56,kirb,b,0.5,36.83843829,-121.7421899,swimming,,,,,
673,2,7/25/2015,10:04,sebe,b,0.5,36.81476891,-121.7694724,swimming,,,,,
673,2,7/25/2015,10:56,sebe,b,0.5,36.81244979,-121.7679763,grooming,,,,,
673,2,7/27/2015,10:49,mnlw,b,0.5,36.92301031,-121.863886,"foraging, cancer crab 2c",,,,,
673,2,7/27/2015,12:30,lasb,b,0.5,36.94251297,-121.8766862,resting,,,,,
673,2,7/28/2015,10:00,seab,r,1,36.9701395,-121.913009,resting,,,,,
673,2,7/28/2015,11:48,cesh,b,0.5,36.97029693,-121.9137489,Resting wrapped in kelp next to the pier at seacliff,,,,,
673,2,7/29/2015,8:35,seab,b,0.5,36.968394,-121.907775,"foraging on 1a/1b prey, short dives long surface times",,,,,
673,2,7/29/2015,12:25,cesh,b,0.5,36.97058218,-121.9140843,grooming,,,,,
673,2,7/30/2015,12:17,nbsb,b,0.5,36.97562063,-121.9257023,grooming,,,,,
673,2,7/30/2015,13:31,cesh,b,0.5,36.97076898,-121.9143001,"foraging, nose chewed up a bit",,,,,
673,2,8/2/2015,8:58,seab,r,1,36.96940623,-121.911692,foraging,,,,,
673,2,8/2/2015,12:21,cesh,b,0.5,36.97131598,-121.9142841,resting,,,,,
673,2,8/3/2015,8:40,seab,b,0.5,36.97040041,-121.9130333,resting,,,,,
673,2,8/3/2015,9:41,seab,b,0.5,36.97081156,-121.9127977,Bite wound on nose; fish hookin left dosrsal side flipper,,,,,
673,2,8/4/2015,9:00,seab,b,0.5,36.9707697,-121.9165136,"finished foraging, grooming, then resting",,,,,
673,3,8/26/2015,12:21,humb,b,0.5,36.82168103,-121.7450718,Release 3,,,,,
673,3,8/26/2015,14:32,sebe,v,0.5,36.81442141,-121.7683669,swimming,,,,,
673,3,8/26/2015,15:17,sebe,b,0.5,36.81372007,-121.7688761,swimming,,,,,
673,3,8/27/2015,10:13,humb,r,4,36.81813892,-121.7444045,Sounded like he may have been going towards kirby.,,,,,
673,3,8/27/2015,15:36,humb,b,0.5,36.82368474,-121.7453398,Eating small crabs,,,,,
673,3,8/29/2015,8:34,seab,b,1,36.966746,-121.904833,resting,,,,,
673,3,8/29/2015,10:22,seab,b,0.5,36.96215449,-121.8976772,Possibly eating sand crabs,,,,,
673,3,8/30/2015,18:33,riod,r,2,36.96157745,-121.9080313,faint signal off rio del mar,,,,,
673,3,8/31/2015,11:06,seab,b,0.5,36.96168007,-121.8962344,grooming,,,,,
673,3,8/31/2015,12:59,lasb,b,0.5,36.95312859,-121.8857706,"Seascape resort, foraging on small crabs",,,,,
673,3,9/1/2015,11:30,lasb,b,0.5,36.938779,-121.870056,resting,,,,,
673,3,9/3/2015,12:22,seab,b,0.5,36.95653685,-121.89078,swimming,,,,,
673,3,9/5/2015,13:19,seab,b,0.5,36.96926472,-121.910272,Possibly foraging on sandcrabs,,,,,
673,3,9/7/2015,11:15,seab,b,0.5,36.96301199,-121.8974506,"close to shore at rio del mar wrapped in kelp, spooked by paddle boarder, then headed north towards cement ship",,,,,
673,3,9/10/2015,15:00,cesh,r,2,36.969016,-121.915872,foraging signal at cement ship,,,,,
673,3,9/11/2015,12:43,cesh,b,0.5,36.96737154,-121.903941,resting 20m offshore at rio del mar,,,,,
673,3,9/15/2015,12:43,cesh,b,0.5,36.96931243,-121.9092571,"south of cement ship, wrapped in kelp, resting. Even though he is clearly visible resting at surface, signal is faint to undetectable unless right side of body facing antenna",,,,,
685,1,9/22/2015,11:43,humb,b,0.5,36.82270491,-121.7458677,Release 1,,,,,
685,1,9/23/2015,10:15,sebe,b,0.5,36.81562635,-121.7684456,attempting to forage,,,,,
685,1,9/24/2015,11:05,sebe,b,0.5,36.81428113,-121.7704333,"grooming, then attempting to forage",,,,,
685,1,9/25/2015,14:14,mlsb,b,0.5,36.81594,-121.798459,"active, not able to recapture",,,,,
685,1,9/26/2015,14:00,suns,b,0.5,36.8637,-121.8968,swimming 6.1km off N end Sunset,,,,,
685,1,9/27/2015,11:06,lasb,b,0.5,36.93774115,-121.8805092,foraging 1 km off la selva beach,,,,,
685,1,9/27/2015,14:06,riod,b,0.5,36.93412896,-121.9061358,foraging successfully on dungeness crab,,,,,
685,1,9/28/2015,11:30,capp,b,0.5,36.96366776,-121.9456808,"1 km off capitola pier, foraging",,,,,
685,1,9/29/2015,15:40,nmb,a,1,36.893502,-121.947975,"5 miles west of sunset state beach, 5 miles south of Soquel Point",,,,,
685,1,9/30/2015,9:39,lasb,b,0.5,36.94377746,-121.882845,"resting, then successful foraging on cancer crab 1 km off seascape resort aptos",,,,,
685,1,10/1/2015,12:21,seab,b,0.5,36.94396938,-121.889509,"resting, but later successful foraging on dungeness craps at la selva beach",,,,,
685,1,10/5/2015,13:09,lasb,b,0.5,36.92307799,-121.8806621,active swimming,,,,,
687,1,10/27/2015,11:02,humb,b,0.5,36.82207721,-121.7456525,release 1,,,,,
687,1,10/28/2015,10:48,sebe,b,0.5,36.81746744,-121.7669336,swimming,,,,,
687,1,10/29/2015,12:08,wilo,b,0.5,36.81538799,-121.7772336,swimming,,,,,
687,1,10/30/2015,13:30,yamp,b,0.5,36.81436799,-121.7524733,resting,,,,,
687,1,10/30/2015,14:27,sebe,b,0.5,36.81305741,-121.7687704,swimming,,,,,
687,1,10/31/2015,11:29,yamp,b,0.5,36.81558033,-121.7452528,resting,,,,,
687,1,11/1/2015,11:38,jtty,b,0.5,36.81054524,-121.7847371,swimming,,,,,
687,1,11/3/2015,12:47,pars,b,0.5,36.82418538,-121.7397967,"foraging, very skinny hips ribs vertebrae visible/ prominent",,,,,
687,1,11/5/2015,12:53,kirb,b,0.5,36.84095857,-121.7454571,foraging,,,,,
687,1,11/6/2015,11:11,wilo,b,0.5,36.81231409,-121.7816243,foraging,,,,,
687,2,12/27/2015,11:55,humb,b,0.5,36.82356485,-121.7454254,release 2,,,,,
687,2,12/28/2015,14:37,yamp,b,0.5,36.81317733,-121.7451688,"foraging, seen eating small crabs",,,,,
687,2,12/28/2015,15:00,yamp,b,0.5,36.81568125,-121.7457661,swimming,,,,,
687,2,12/29/2015,12:34,yamp,b,0.5,36.81325673,-121.745619,hauled out,,,,,
687,2,12/30/2015,12:41,pars,b,0.5,36.81239987,-121.7432064,hauled out,,,,,
687,2,12/31/2015,14:39,pars,r,2,36.81751768,-121.7432104,active signal,,,,,
687,2,1/1/2016,10:10,kirb,b,0.5,36.83043562,-121.7424653,"Emaciated, had been eating parts of filleted fish carcaasses at kirby park",,,,,
687,3,4/7/2016,11:44,humb,b,0.5,36.82049258,-121.745731,release 3,,,,,
687,3,4/8/2016,12:11,kirb,b,0.5,36.84053625,-121.7466389,foraging,,,,,
687,3,4/8/2016,13:52,humb,b,0.5,36.82711457,-121.7455072,swimming,,,,,
687,3,4/9/2016,12:55,humb,b,0.5,36.82879385,-121.7438297,foraging,,,,,
687,3,4/10/2016,12:18,yamp,b,0.5,36.81889349,-121.7446669,"swimming, maybe some pacing",,,,,
687,3,4/11/2016,12:57,fifi,b,0.5,36.81061238,-121.7430751,foraging,,,,,
687,3,4/13/2016,12:57,yamp,b,0.5,36.81385515,-121.7456151,foraging,,,,,
687,3,4/13/2016,14:39,mogl,b,0.5,36.81313353,-121.7595583,repidly swimming down slough,,,,,
687,4,5/12/2016,11:39,mogl,b,0.5,36.81318982,-121.7638916,release 4,,,,,
687,4,5/13/2016,10:26,humb,b,0.5,36.82104346,-121.7453295,resting,,,,,
687,4,5/13/2016,14:47,jtty,b,0.5,36.81111193,-121.7883447,resting,,,,,
687,4,5/14/2016,10:04,jtty,b,0.5,36.81071117,-121.7881398,interacting,,,,,
687,4,5/16/2016,8:51,jtty,b,0.5,36.81110206,-121.7886995,resting,,,,,
687,4,5/16/2016,11:28,jtty,b,0.5,36.81014517,-121.7877873,resting,,,,,
687,4,5/17/2016,11:02,jtty,b,0.5,36.81099643,-121.7872142,Eating shore crabs,,,,,
687,4,5/17/2016,14:14,zusb,b,0.5,36.82391368,-121.8022972,Foraging on 1c crab,,,,,
687,4,5/17/2016,14:29,zusb,b,0.5,36.82807343,-121.8052237,Foraging on 1b 1c crabs,,,,,
687,4,5/18/2016,12:00,sssb,r,1,36.886172,-121.841742,,,,,,
687,4,5/19/2016,10:02,jtty,b,0.5,36.81037809,-121.7881613,grooming,,,,,
687,4,5/19/2016,12:58,zusb,r,1,36.83600041,-121.8078986,active unknown,,,,,
687,4,5/20/2016,12:44,yamp,b,0.5,36.8150999,-121.7458682,grooming,,,,,
687,4,5/21/2016,12:10,zusb,b,0.5,36.8247018,-121.805192,foraging,,,,,
687,4,5/23/2016,9:37,jtty,b,0.5,36.8108489,-121.7884879,grooming,,,,,
687,4,5/23/2016,10:44,jtty,b,0.5,36.81054679,-121.7872852,resting,,,,,
687,4,5/23/2016,11:48,jtty,b,0.5,36.81032661,-121.7876953,resting,,,,,
687,4,5/26/2016,12:05,jtty,b,0.5,36.81110548,-121.7874457,resting,,,,,
687,4,5/26/2016,14:12,jtty,b,0.5,36.81035409,-121.7881128,resting,,,,,
687,4,5/31/2016,12:55,jtty,b,0.5,36.81053647,-121.7873607,resting,,,,,
687,4,6/2/2016,11:54,jtty,b,0.5,36.81038491,-121.7881216,resting,,,,,
716,1,3/9/2017,12:07,upda,b,0.5,36.81484566,-121.7528034,Release 1 -- UPDA,,,,,
716,1,3/10/2017,13:18,jtty,b,1,36.81033861,-121.7876619,Interacting with main raft,,,,,
716,1,3/11/2017,13:00,pars,b,0.5,36.813739,-121.742787,"swimming, too far to asses body condition.",,,,,
716,1,3/12/2017,12:20,kirb,b,0.5,36.85972714,-121.7542507,"swimming, up in Hudsons Landing",,,,,
716,1,3/12/2017,13:28,kirb,b,0.5,36.85623077,-121.7518006,Recaptured from shore in hudsons landing.,,,,,
716,2,4/19/2017,11:15,mogl,b,0.5,36.813202,-121.760263,Release location 2,,,,,
716,2,4/20/2017,11:05,sebe,b,0.5,36.81495734,-121.7679448,interacting,,,,,
716,2,4/21/2017,10:12,sebe,b,0.5,36.81463431,-121.7633735,"grooming, unable to tell from distance body condition.",,,,,
716,2,4/23/2017,11:04,jtty,b,0.5,36.80553634,-121.7882893,Possibly foraging on sandcrabs,,,,,
716,2,4/24/2017,12:13,sebe,b,0.5,36.81545296,-121.7679284,foraging,,,,,
716,2,4/25/2017,10:57,mogl,b,0.5,36.81438763,-121.7534572,Passively sculling while sucking on left paw,,,,,
716,2,4/26/2017,10:45,fifi,r,3,36.81126804,-121.7420066,"Sounds like she is down below 5 fingers overlook in reserve. May even be around corner in north ""finger""",,,,,
716,2,4/26/2017,13:20,wilo,b,0.5,36.81160543,-121.7821081,foraging,,,,,
716,2,4/27/2017,10:38,jtty,b,0.5,36.80971824,-121.7860013,Suckling left paw while sleeping,,,,,
716,2,4/27/2017,11:35,jtty,b,0.5,36.81009408,-121.785026,resting,,,,,
716,2,4/28/2017,10:31,jtty,b,0.5,36.81092257,-121.7872246,"resting, small pink nose wound. Signal difficult to here when she is in certain positions",,,,,
716,2,4/29/2017,11:49,jtty,b,0.5,36.80603792,-121.7891917,Appears to be foraging at point of south jetty. Need to get closer for better visuals,,,,,
716,2,4/29/2017,12:22,mbri,b,0.5,36.80495186,-121.7890642,foraging,,,,,
716,2,4/30/2017,10:58,jtty,r,2,36.80640054,-121.7881497,Sounds as if foraging on south side south jetty,,,,,
716,2,5/1/2017,11:58,jtty,b,0.5,36.8053373,-121.7895859,Predominantly foraging on sand crabs. Body condition has deteriorated,,,,,
716,2,5/2/2017,10:40,mbri,b,0.5,36.80330264,-121.7896731,"grooming, riding high in the water",,,,,
716,3,9/4/2017,11:45,opw,b,0.5,36.63135087,-121.921949,"release 3, first along Monterey peninsula",,,,,
716,3,9/4/2017,12:05,ope,b,0.5,36.62850691,-121.9164602,swimming,,,,,
